Model,Y1_MSE,Y2_MSE,Avg_MSE,Y1_MAPE,Y2_MAPE,Avg_MAPE
Multi-GINN (Smoothed),9.734359,8.115222,8.924790382385254,0.13052486,0.100349136,0.11543700098991394
