,MSE,MAPE,RMSE,Mean_Std
target_1,0.2288643281066967,0.016742765904665724,0.47839766732990735,0.441930572063439
target_2,1.6551946760575404,0.03916369737046238,1.2865436938003856,1.394007759638663
