,SGD_MSE,SGD_MAPE,LR_MSE,LR_MAPE
target_1,9.350911020752104,0.1059907657482321,9.153187855202761,0.10258457838727873
target_2,9.981536440777223,0.08717018748317922,9.893427647944074,0.08478724493611389
