,MSE,MAPE,RMSE
Random Forest,1.6300829301611353,0.0253173137758116,1.117024249136489
Gradient Boosting,0.6936231545718093,0.019217152519514027,0.769354415376349
Linear Regression,9.523307751573418,0.09368591166169632,3.0854027692925197
Ridge Regression,9.575502394902195,0.09446087081417676,3.093878798158479
Lasso Regression,10.347734230399283,0.10005925726722567,3.216160973947445
