,MSE,MAPE,RMSE,Mean_Std
target_1,0.22292418890886248,0.016316794254903323,0.4721484818453433,0.43157439986150153
target_2,1.367348348385585,0.029928617203315598,1.1693367130068162,1.2435878500804727
